Country,Sector,Date,Measures
Afghanistan,Industrial Processes,2011,0.0
Afghanistan,Industrial Processes,2012,0.0
Afghanistan,Industrial Processes,2013,0.0
Afghanistan,Industrial Processes,2014,0.0
Afghanistan,Industrial Processes,2015,0.0
Afghanistan,Industrial Processes,2016,0.0
Afghanistan,Industrial Processes,2017,0.0
Afghanistan,Industrial Processes,2018,0.0
Afghanistan,Land-Use Change and Forestry,1990,0.0
Afghanistan,Land-Use Change and Forestry,1991,0.0
Afghanistan,Land-Use Change and Forestry,1992,0.0
Afghanistan,Land-Use Change and Forestry,1993,0.0
Afghanistan,Land-Use Change and Forestry,1994,0.0
Afghanistan,Land-Use Change and Forestry,1995,0.0
Afghanistan,Land-Use Change and Forestry,1996,0.0
Afghanistan,Land-Use Change and Forestry,1997,0.0
Afghanistan,Land-Use Change and Forestry,1998,0.0
Afghanistan,Land-Use Change and Forestry,1999,0.0
Afghanistan,Land-Use Change and Forestry,2000,0.0
Afghanistan,Land-Use Change and Forestry,2001,0.0
Afghanistan,Land-Use Change and Forestry,2002,0.0
Afghanistan,Land-Use Change and Forestry,2003,0.0
Afghanistan,Land-Use Change and Forestry,2004,0.0
Afghanistan,Land-Use Change and Forestry,2005,0.0
Afghanistan,Land-Use Change and Forestry,2006,0.0
Afghanistan,Land-Use Change and Forestry,2007,0.0
Afghanistan,Land-Use Change and Forestry,2008,0.0
Afghanistan,Land-Use Change and Forestry,2009,0.0
Afghanistan,Land-Use Change and Forestry,2010,0.0
Afghanistan,Land-Use Change and Forestry,2011,0.0
Afghanistan,Land-Use Change and Forestry,2012,0.0
Afghanistan,Land-Use Change and Forestry,2013,0.0
Afghanistan,Land-Use Change and Forestry,2014,0.0
Afghanistan,Land-Use Change and Forestry,2015,0.0
Afghanistan,Land-Use Change and Forestry,2016,0.0
Afghanistan,Land-Use Change and Forestry,2017,0.0
Afghanistan,Land-Use Change and Forestry,2018,0.0
Afghanistan,Other Fuel Combustion,1990,2.23
Afghanistan,Other Fuel Combustion,1991,2.04
Afghanistan,Other Fuel Combustion,1992,1.86
Afghanistan,Other Fuel Combustion,1993,1.68
Afghanistan,Other Fuel Combustion,1994,1.5
Afghanistan,Other Fuel Combustion,1995,1.32
Afghanistan,Other Fuel Combustion,1996,1.26
Afghanistan,Other Fuel Combustion,1997,1.2
Afghanistan,Other Fuel Combustion,1998,1.14
Afghanistan,Other Fuel Combustion,1999,1.09
Afghanistan,Other Fuel Combustion,2000,1.03
Afghanistan,Other Fuel Combustion,2001,1.01
Afghanistan,Other Fuel Combustion,2002,1.0
Afghanistan,Other Fuel Combustion,2003,0.98
Afghanistan,Other Fuel Combustion,2004,0.96
Afghanistan,Other Fuel Combustion,2005,0.94
Afghanistan,Other Fuel Combustion,2006,3.72
Afghanistan,Other Fuel Combustion,2007,6.49
Afghanistan,Other Fuel Combustion,2008,9.27
Afghanistan,Other Fuel Combustion,2009,12.04
Afghanistan,Other Fuel Combustion,2010,14.82
Afghanistan,Other Fuel Combustion,2011,23.98
Afghanistan,Other Fuel Combustion,2012,33.14
Afghanistan,Other Fuel Combustion,2013,42.31
Afghanistan,Other Fuel Combustion,2014,51.47
Afghanistan,Other Fuel Combustion,2015,60.64
Afghanistan,Other Fuel Combustion,2016,62.32
Afghanistan,Other Fuel Combustion,2017,64.0
Afghanistan,Other Fuel Combustion,2018,65.69
Afghanistan,Waste,1990,1.09
Afghanistan,Waste,1991,1.17
Afghanistan,Waste,1992,1.25
Afghanistan,Waste,1993,1.33
Afghanistan,Waste,1994,1.41
Afghanistan,Waste,1995,1.49
Afghanistan,Waste,1996,1.55
Afghanistan,Waste,1997,1.6
Afghanistan,Waste,1998,1.65
Afghanistan,Waste,1999,1.71
Afghanistan,Waste,2000,1.76
Afghanistan,Waste,2001,1.84
Afghanistan,Waste,2002,1.93
Afghanistan,Waste,2003,2.01
Afghanistan,Waste,2004,2.09
Afghanistan,Waste,2005,2.18
Afghanistan,Waste,2006,2.24
Afghanistan,Waste,2007,2.31
Afghanistan,Waste,2008,2.37
Afghanistan,Waste,2009,2.44
Afghanistan,Waste,2010,2.51
Afghanistan,Waste,2011,2.59
Afghanistan,Waste,2012,2.68
Afghanistan,Waste,2013,2.76
Afghanistan,Waste,2014,2.84
Afghanistan,Waste,2015,2.93
Afghanistan,Waste,2016,3.0
Afghanistan,Waste,2017,3.08
Afghanistan,Waste,2018,3.15
Albania,Agriculture,1990,2.2
Albania,Agriculture,1991,2.23
Albania,Agriculture,1992,2.22
Albania,Agriculture,1993,2.36
Albania,Agriculture,1994,3.02
Albania,Agriculture,1995,3.09
Albania,Agriculture,1996,2.91
Albania,Agriculture,1997,2.71
Albania,Agriculture,1998,2.57
Albania,Agriculture,1999,2.64
Albania,Agriculture,2000,2.68
Albania,Agriculture,2001,2.62
Albania,Agriculture,2002,2.55
Albania,Agriculture,2003,2.58
Albania,Agriculture,2004,2.49
Albania,Agriculture,2005,2.47
Albania,Agriculture,2006,2.42
Albania,Agriculture,2007,2.3
Albania,Agriculture,2008,2.14
Albania,Agriculture,2009,2.03
Albania,Agriculture,2010,2.04
Albania,Agriculture,2011,2.03
Albania,Agriculture,2012,2.07
Albania,Agriculture,2013,2.07
Albania,Agriculture,2014,2.1
Albania,Agriculture,2015,2.11
Albania,Agriculture,2016,2.1
Albania,Agriculture,2017,2.05
Albania,Agriculture,2018,2.01
Albania,Energy,1990,0.6
Albania,Energy,1991,0.51
Albania,Energy,1992,0.42
Albania,Energy,1993,0.33
Albania,Energy,1994,0.24
Albania,Energy,1995,0.16
Albania,Energy,1996,0.16
Albania,Energy,1997,0.16
Albania,Energy,1998,0.15
Albania,Energy,1999,0.15
Albania,Energy,2000,0.15
Albania,Energy,2001,0.16
Albania,Energy,2002,0.17
Albania,Energy,2003,0.17
Albania,Energy,2004,0.18
Albania,Energy,2005,0.19
Albania,Energy,2006,0.18
Albania,Energy,2007,0.18
Albania,Energy,2008,0.17
Albania,Energy,2009,0.17
Albania,Energy,2010,0.16
Albania,Energy,2011,0.17
Albania,Energy,2012,0.18
Albania,Energy,2013,0.2
Albania,Energy,2014,0.21
Albania,Energy,2015,0.22
Albania,Energy,2016,0.22
Albania,Energy,2017,0.22
Albania,Energy,2018,0.22
Albania,Fugitive Emissions,1990,0.33
Albania,Fugitive Emissions,1991,0.27
Albania,Fugitive Emissions,1992,0.2
Albania,Fugitive Emissions,1993,0.14
Albania,Fugitive Emissions,1994,0.08
Albania,Fugitive Emissions,1995,0.01
Albania,Fugitive Emissions,1996,0.01
Albania,Fugitive Emissions,1997,0.01
Albania,Fugitive Emissions,1998,0.01
Albania,Fugitive Emissions,1999,0.01
Albania,Fugitive Emissions,2000,0.0
Albania,Fugitive Emissions,2001,0.01
Albania,Fugitive Emissions,2002,0.01
Albania,Fugitive Emissions,2003,0.01
Albania,Fugitive Emissions,2004,0.01
Albania,Fugitive Emissions,2005,0.01
Albania,Fugitive Emissions,2006,0.01
Albania,Fugitive Emissions,2007,0.0
Albania,Fugitive Emissions,2008,0.0
Albania,Fugitive Emissions,2009,0.0
Albania,Fugitive Emissions,2010,0.0
Albania,Fugitive Emissions,2011,0.0
Albania,Fugitive Emissions,2012,0.0
Albania,Fugitive Emissions,2013,0.0
Albania,Fugitive Emissions,2014,0.0
Albania,Fugitive Emissions,2015,0.0
Albania,Fugitive Emissions,2016,0.0
Albania,Fugitive Emissions,2017,0.0
Albania,Fugitive Emissions,2018,0.0
Albania,Industrial Processes,1990,0.0
Albania,Industrial Processes,1991,0.0
Albania,Industrial Processes,1992,0.0
Albania,Industrial Processes,1993,0.0
Albania,Industrial Processes,1994,0.0
Albania,Industrial Processes,1995,0.0
Albania,Industrial Processes,1996,0.0
Albania,Industrial Processes,1997,0.0
Albania,Industrial Processes,1998,0.0
Albania,Industrial Processes,1999,0.0
Albania,Industrial Processes,2000,0.0
Albania,Industrial Processes,2001,0.0
Albania,Industrial Processes,2002,0.0
Albania,Industrial Processes,2003,0.0
Albania,Industrial Processes,2004,0.0
Albania,Industrial Processes,2005,0.0
Albania,Industrial Processes,2006,0.0
Albania,Industrial Processes,2007,0.0
Albania,Industrial Processes,2008,0.0
Albania,Industrial Processes,2009,0.0
Albania,Industrial Processes,2010,0.0
Albania,Industrial Processes,2011,0.0
Albania,Industrial Processes,2012,0.0
Albania,Industrial Processes,2013,0.0
Albania,Industrial Processes,2014,0.0
Albania,Industrial Processes,2015,0.0
Albania,Industrial Processes,2016,0.0
Albania,Industrial Processes,2017,0.0
Albania,Industrial Processes,2018,0.0
Albania,Land-Use Change and Forestry,1990,0.01
Albania,Land-Use Change and Forestry,1991,0.01
Albania,Land-Use Change and Forestry,1992,0.01
Albania,Land-Use Change and Forestry,1993,0.01
Albania,Land-Use Change and Forestry,1994,0.01
Albania,Land-Use Change and Forestry,1995,0.01
Albania,Land-Use Change and Forestry,1996,0.01
Albania,Land-Use Change and Forestry,1997,0.02
Albania,Land-Use Change and Forestry,1998,0.01
Albania,Land-Use Change and Forestry,1999,0.01
Albania,Land-Use Change and Forestry,2000,0.05
Albania,Land-Use Change and Forestry,2001,0.0
Albania,Land-Use Change and Forestry,2002,0.0
Albania,Land-Use Change and Forestry,2003,0.0
Albania,Land-Use Change and Forestry,2004,0.0
Albania,Land-Use Change and Forestry,2005,0.0
Albania,Land-Use Change and Forestry,2006,0.0
Albania,Land-Use Change and Forestry,2007,0.0
Albania,Land-Use Change and Forestry,2008,0.0
Albania,Land-Use Change and Forestry,2009,0.0
Albania,Land-Use Change and Forestry,2010,0.0
Albania,Land-Use Change and Forestry,2011,0.0
Albania,Land-Use Change and Forestry,2012,0.0
Albania,Land-Use Change and Forestry,2013,0.0
Albania,Land-Use Change and Forestry,2014,0.0
Albania,Land-Use Change and Forestry,2015,0.0
Albania,Land-Use Change and Forestry,2016,0.0
Albania,Land-Use Change and Forestry,2017,0.0
Albania,Land-Use Change and Forestry,2018,0.0
Albania,Other Fuel Combustion,1990,0.27
Albania,Other Fuel Combustion,1991,0.24
Albania,Other Fuel Combustion,1992,0.22
Albania,Other Fuel Combustion,1993,0.19
Albania,Other Fuel Combustion,1994,0.17
Albania,Other Fuel Combustion,1995,0.14
Albania,Other Fuel Combustion,1996,0.14
Albania,Other Fuel Combustion,1997,0.15
Albania,Other Fuel Combustion,1998,0.15
Albania,Other Fuel Combustion,1999,0.15
Albania,Other Fuel Combustion,2000,0.15
Albania,Other Fuel Combustion,2001,0.15
Albania,Other Fuel Combustion,2002,0.16
Albania,Other Fuel Combustion,2003,0.17
Albania,Other Fuel Combustion,2004,0.17
Albania,Other Fuel Combustion,2005,0.18
Albania,Other Fuel Combustion,2006,0.17
Albania,Other Fuel Combustion,2007,0.17
Albania,Other Fuel Combustion,2008,0.17
Albania,Other Fuel Combustion,2009,0.16
Albania,Other Fuel Combustion,2010,0.16
Albania,Other Fuel Combustion,2011,0.17
Albania,Other Fuel Combustion,2012,0.18
Albania,Other Fuel Combustion,2013,0.2
Albania,Other Fuel Combustion,2014,0.21
Albania,Other Fuel Combustion,2015,0.22
Albania,Other Fuel Combustion,2016,0.22
Albania,Other Fuel Combustion,2017,0.22
Albania,Other Fuel Combustion,2018,0.22
Albania,Waste,1990,0.86
Albania,Waste,1991,0.86
Albania,Waste,1992,0.87
Albania,Waste,1993,0.87
Albania,Waste,1994,0.87
Albania,Waste,1995,0.87
Albania,Waste,1996,0.88
Albania,Waste,1997,0.89
Albania,Waste,1998,0.9
Albania,Waste,1999,0.9
Albania,Waste,2000,0.91
Albania,Waste,2001,0.91
Albania,Waste,2002,0.92
Albania,Waste,2003,0.92
Albania,Waste,2004,0.93
Albania,Waste,2005,0.93
Albania,Waste,2006,0.93
Albania,Waste,2007,0.92
Albania,Waste,2008,0.92
Albania,Waste,2009,0.92
Albania,Waste,2010,0.91
Albania,Waste,2011,0.91
Albania,Waste,2012,0.92
Albania,Waste,2013,0.92
Albania,Waste,2014,0.92
Albania,Waste,2015,0.93
Albania,Waste,2016,0.93
Albania,Waste,2017,0.93
Albania,Waste,2018,0.94
Algeria,Agriculture,1990,4.36
Algeria,Agriculture,1991,4.18
Algeria,Agriculture,1992,4.37
Algeria,Agriculture,1993,4.45
Algeria,Agriculture,1994,4.27
Algeria,Agriculture,1995,4.28
Algeria,Agriculture,1996,4.31
Algeria,Agriculture,1997,4.3
Algeria,Agriculture,1998,4.54
Algeria,Agriculture,1999,4.75
Algeria,Agriculture,2000,4.76
Algeria,Agriculture,2001,4.8
Algeria,Agriculture,2002,4.65
Algeria,Agriculture,2003,4.8
Algeria,Agriculture,2004,5.02
Algeria,Agriculture,2005,5.05
Algeria,Agriculture,2006,5.19
Algeria,Agriculture,2007,5.29
Algeria,Agriculture,2008,5.22
Algeria,Agriculture,2009,5.53
Algeria,Agriculture,2010,5.82
Algeria,Agriculture,2011,6.02
Algeria,Agriculture,2012,6.35
Algeria,Agriculture,2013,6.56
Algeria,Agriculture,2014,6.94
Algeria,Agriculture,2015,7.04
Algeria,Agriculture,2016,6.97
Algeria,Agriculture,2017,6.88
Algeria,Agriculture,2018,6.81
Algeria,Energy,1990,13.1
Algeria,Energy,1991,13.17
Algeria,Energy,1992,13.24
Algeria,Energy,1993,13.31
Algeria,Energy,1994,13.38
Algeria,Energy,1995,15.42
Algeria,Energy,1996,17.46
Algeria,Energy,1997,19.5
Algeria,Energy,1998,21.53
Algeria,Energy,1999,23.57
Algeria,Energy,2000,25.6
Algeria,Energy,2001,27.06
Algeria,Energy,2002,28.51
Algeria,Energy,2003,29.96
Algeria,Energy,2004,31.41
Algeria,Energy,2005,32.87
Algeria,Energy,2006,32.4
Algeria,Energy,2007,31.94
Algeria,Energy,2008,31.48
Algeria,Energy,2009,31.02
Algeria,Energy,2010,30.55
Algeria,Energy,2011,30.29
Algeria,Energy,2012,30.02
Algeria,Energy,2013,29.76
Algeria,Energy,2014,29.5
Algeria,Energy,2015,29.23
Algeria,Energy,2016,29.13
Algeria,Energy,2017,29.03
Algeria,Energy,2018,28.92
Algeria,Fugitive Emissions,1990,12.53
Algeria,Fugitive Emissions,1991,12.59
Algeria,Fugitive Emissions,1992,12.64
Algeria,Fugitive Emissions,1993,12.7
Algeria,Fugitive Emissions,1994,12.76
Algeria,Fugitive Emissions,1995,14.78
Algeria,Fugitive Emissions,1996,16.8
Algeria,Fugitive Emissions,1997,18.82
Algeria,Fugitive Emissions,1998,20.83
Algeria,Fugitive Emissions,1999,22.85
Algeria,Fugitive Emissions,2000,24.87
Algeria,Fugitive Emissions,2001,26.31
Algeria,Fugitive Emissions,2002,27.75
Algeria,Fugitive Emissions,2003,29.19
Algeria,Fugitive Emissions,2004,30.63
Algeria,Fugitive Emissions,2005,32.08
Algeria,Fugitive Emissions,2006,31.59
Algeria,Fugitive Emissions,2007,31.11
Algeria,Fugitive Emissions,2008,30.63
Algeria,Fugitive Emissions,2009,30.14
Algeria,Fugitive Emissions,2010,29.66
Algeria,Fugitive Emissions,2011,29.37
Algeria,Fugitive Emissions,2012,29.08
Algeria,Fugitive Emissions,2013,28.8
Algeria,Fugitive Emissions,2014,28.51
Algeria,Fugitive Emissions,2015,28.22
Algeria,Fugitive Emissions,2016,28.11
Algeria,Fugitive Emissions,2017,27.99
Algeria,Fugitive Emissions,2018,27.88
Algeria,Industrial Processes,1990,0.0
Algeria,Industrial Processes,1991,0.0
Algeria,Industrial Processes,1992,0.0
Algeria,Industrial Processes,1993,0.0
Algeria,Industrial Processes,1994,0.0
Algeria,Industrial Processes,1995,0.0
Algeria,Industrial Processes,1996,0.0
Algeria,Industrial Processes,1997,0.0
Algeria,Industrial Processes,1998,0.0
Algeria,Industrial Processes,1999,0.0
Algeria,Industrial Processes,2000,0.01
Algeria,Industrial Processes,2001,0.01
Algeria,Industrial Processes,2002,0.01
Algeria,Industrial Processes,2003,0.01
Algeria,Industrial Processes,2004,0.01
Algeria,Industrial Processes,2005,0.01
Algeria,Industrial Processes,2006,0.01
Algeria,Industrial Processes,2007,0.01
Algeria,Industrial Processes,2008,0.01
Algeria,Industrial Processes,2009,0.01
Algeria,Industrial Processes,2010,0.01
Algeria,Industrial Processes,2011,0.01
Algeria,Industrial Processes,2012,0.01
Algeria,Industrial Processes,2013,0.01
Algeria,Industrial Processes,2014,0.01
Algeria,Industrial Processes,2015,0.01
Algeria,Industrial Processes,2016,0.01
Algeria,Industrial Processes,2017,0.01
Algeria,Industrial Processes,2018,0.01
Algeria,Land-Use Change and Forestry,1990,0.04
Algeria,Land-Use Change and Forestry,1991,0.04
Algeria,Land-Use Change and Forestry,1992,0.04
Algeria,Land-Use Change and Forestry,1993,0.04
Algeria,Land-Use Change and Forestry,1994,0.04
Algeria,Land-Use Change and Forestry,1995,0.04
Algeria,Land-Use Change and Forestry,1996,0.06
Algeria,Land-Use Change and Forestry,1997,0.04
Algeria,Land-Use Change and Forestry,1998,0.05
Algeria,Land-Use Change and Forestry,1999,0.05
Algeria,Land-Use Change and Forestry,2000,0.24
Algeria,Land-Use Change and Forestry,2001,0.0
Algeria,Land-Use Change and Forestry,2002,0.01
Algeria,Land-Use Change and Forestry,2003,0.03
Algeria,Land-Use Change and Forestry,2004,0.01
Algeria,Land-Use Change and Forestry,2005,0.02
Algeria,Land-Use Change and Forestry,2006,0.03
Algeria,Land-Use Change and Forestry,2007,0.09
Algeria,Land-Use Change and Forestry,2008,0.05
Algeria,Land-Use Change and Forestry,2009,0.01
Algeria,Land-Use Change and Forestry,2010,0.0
Algeria,Land-Use Change and Forestry,2011,0.04
Algeria,Land-Use Change and Forestry,2012,0.09
Algeria,Land-Use Change and Forestry,2013,0.01
Algeria,Land-Use Change and Forestry,2014,0.01
Algeria,Land-Use Change and Forestry,2015,0.0
Algeria,Land-Use Change and Forestry,2016,0.02
Algeria,Land-Use Change and Forestry,2017,0.14
Algeria,Land-Use Change and Forestry,2018,0.0
Algeria,Other Fuel Combustion,1990,0.57
Algeria,Other Fuel Combustion,1991,0.59
Algeria,Other Fuel Combustion,1992,0.6
Algeria,Other Fuel Combustion,1993,0.61
Algeria,Other Fuel Combustion,1994,0.63
Algeria,Other Fuel Combustion,1995,0.65
Algeria,Other Fuel Combustion,1996,0.66
Algeria,Other Fuel Combustion,1997,0.68
Algeria,Other Fuel Combustion,1998,0.7
Algeria,Other Fuel Combustion,1999,0.72
Algeria,Other Fuel Combustion,2000,0.73
Algeria,Other Fuel Combustion,2001,0.74
Algeria,Other Fuel Combustion,2002,0.76
Algeria,Other Fuel Combustion,2003,0.77
Algeria,Other Fuel Combustion,2004,0.78
Algeria,Other Fuel Combustion,2005,0.79
Algeria,Other Fuel Combustion,2006,0.81
Algeria,Other Fuel Combustion,2007,0.83
Algeria,Other Fuel Combustion,2008,0.85
Algeria,Other Fuel Combustion,2009,0.87
Algeria,Other Fuel Combustion,2010,0.89
Algeria,Other Fuel Combustion,2011,0.92
Algeria,Other Fuel Combustion,2012,0.94
Algeria,Other Fuel Combustion,2013,0.97
Algeria,Other Fuel Combustion,2014,0.99
Algeria,Other Fuel Combustion,2015,1.01
Algeria,Other Fuel Combustion,2016,1.02
Algeria,Other Fuel Combustion,2017,1.04
Algeria,Other Fuel Combustion,2018,1.05
Algeria,Waste,1990,4.61
Algeria,Waste,1991,4.77
Algeria,Waste,1992,4.93
Algeria,Waste,1993,5.09
Algeria,Waste,1994,5.25
Algeria,Waste,1995,5.97
Algeria,Waste,1996,6.68
Algeria,Waste,1997,7.4
Algeria,Waste,1998,8.12
Algeria,Waste,1999,8.83
Algeria,Waste,2000,9.55
Algeria,Waste,2001,9.77
Algeria,Waste,2002,10.0
Algeria,Waste,2003,10.23
Algeria,Waste,2004,10.46
Algeria,Waste,2005,10.68
Algeria,Waste,2006,10.91
Algeria,Waste,2007,11.14
Algeria,Waste,2008,11.37
Algeria,Waste,2009,11.6
Algeria,Waste,2010,11.83
Algeria,Waste,2011,12.07
Algeria,Waste,2012,12.31
Algeria,Waste,2013,12.55
Algeria,Waste,2014,12.79
Algeria,Waste,2015,13.03
Algeria,Waste,2016,13.29
Algeria,Waste,2017,13.55
Algeria,Waste,2018,13.81
Andorra,Agriculture,1990,0.0
Andorra,Agriculture,1991,0.0
Andorra,Agriculture,1992,0.0
Andorra,Agriculture,1993,0.0
Andorra,Agriculture,1994,0.0
Andorra,Agriculture,1995,0.0
Andorra,Agriculture,1996,0.0
Andorra,Agriculture,1997,0.0
Andorra,Agriculture,1998,0.0
Andorra,Agriculture,1999,0.0
Andorra,Agriculture,2000,0.0
Andorra,Agriculture,2001,0.0
Andorra,Agriculture,2002,0.0
Andorra,Agriculture,2003,0.0
Andorra,Agriculture,2004,0.0
Andorra,Agriculture,2005,0.0
Andorra,Agriculture,2006,0.0
Andorra,Agriculture,2007,0.0
Andorra,Agriculture,2008,0.0
Andorra,Agriculture,2009,0.0
Andorra,Agriculture,2010,0.0
Andorra,Agriculture,2011,0.0
Andorra,Agriculture,2012,0.0
Andorra,Agriculture,2013,0.0
Andorra,Agriculture,2014,0.0
Andorra,Agriculture,2015,0.0
Andorra,Agriculture,2016,0.0
Andorra,Agriculture,2017,0.0
Andorra,Agriculture,2018,0.0
Andorra,Energy,1990,0.0
Andorra,Energy,1991,0.0
Andorra,Energy,1992,0.0
Andorra,Energy,1993,0.0
Andorra,Energy,1994,0.0
Andorra,Energy,1995,0.0
Andorra,Energy,1996,0.0
Andorra,Energy,1997,0.0
Andorra,Energy,1998,0.0
Andorra,Energy,1999,0.0
Andorra,Energy,2000,0.0
Andorra,Energy,2001,0.0
Andorra,Energy,2002,0.0
Andorra,Energy,2003,0.0
Andorra,Energy,2004,0.0
Andorra,Energy,2005,0.0
Andorra,Energy,2006,0.0
Andorra,Energy,2007,0.0
Andorra,Energy,2008,0.0
Andorra,Energy,2009,0.0
Andorra,Energy,2010,0.0
Andorra,Energy,2011,0.0
Andorra,Energy,2012,0.0
Andorra,Energy,2013,0.0
Andorra,Energy,2014,0.0
Andorra,Energy,2015,0.0
Andorra,Energy,2016,0.0
Andorra,Energy,2017,0.0
Andorra,Energy,2018,0.0
Andorra,Fugitive Emissions,1990,0.0
Andorra,Fugitive Emissions,1991,0.0
Andorra,Fugitive Emissions,1992,0.0
Andorra,Fugitive Emissions,1993,0.0
Andorra,Fugitive Emissions,1994,0.0
Andorra,Fugitive Emissions,1995,0.0
Andorra,Fugitive Emissions,1996,0.0
Andorra,Fugitive Emissions,1997,0.0
Andorra,Fugitive Emissions,1998,0.0
Andorra,Fugitive Emissions,1999,0.0
Andorra,Fugitive Emissions,2000,0.0
Andorra,Fugitive Emissions,2001,0.0
Andorra,Fugitive Emissions,2002,0.0
Andorra,Fugitive Emissions,2003,0.0
Andorra,Fugitive Emissions,2004,0.0
Andorra,Fugitive Emissions,2005,0.0
Andorra,Fugitive Emissions,2006,0.0
Andorra,Fugitive Emissions,2007,0.0
Andorra,Fugitive Emissions,2008,0.0
Andorra,Fugitive Emissions,2009,0.0
Andorra,Fugitive Emissions,2010,0.0
Andorra,Fugitive Emissions,2011,0.0
Andorra,Fugitive Emissions,2012,0.0
Andorra,Fugitive Emissions,2013,0.0
Andorra,Fugitive Emissions,2014,0.0
Andorra,Fugitive Emissions,2015,0.0
Andorra,Fugitive Emissions,2016,0.0
